Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount
C858960,P739515,2023,Lucas Johnson,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/12/2022,29/12/2022,07/01/2025,10/12/2022,09/12/2023,0,0,487050,487050,0,487050
C162513,P763006,2024,Lucas Wilson,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Riot_Strike,16/07/2024,17/07/2024,07/02/2025,03/01/2024,02/01/2025,0,0,9980,9980,0,9980
C588227,P551470,2023,Lucas Khan,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/11/2023,07/11/2023,13/02/2025,01/11/2023,31/10/2024,0,0,1025052,1025052,0,1025052
C933246,P845744,2023,Priya Shah,Broker Two,Fire Domestic,03,Domestic Package,030,Accidental Damage,05/10/2024,17/10/2024,15/01/2025,23/10/2023,22/10/2024,317791,0,0,317791,0,317791
C646033,P751191,2024,David Davies,Beta Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,17/10/2024,17/10/2024,08/01/2025,02/03/2024,01/03/2025,400000,0,0,400000,0,400000
C483239,P660096,2023,Arjun Roberts,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/02/2024,11/09/2024,06/01/2025,13/11/2023,04/09/2024,11000,0,0,11000,0,11000
C437903,P176432,2024,Arjun Wilson,Vertex Insurance,Motor Commercial,080,PSV,0804,Own Damage,15/10/2024,18/10/2024,09/01/2025,26/08/2024,24/06/2025,580000,0,0,580000,0,580000
C305886,P254444,2024,Zara Brown,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/08/2024,20/08/2024,22/01/2025,23/02/2024,22/02/2025,900000,0,0,900000,0,900000
C927224,P440966,2023,Aarav Wilson,Broker Three,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,19/12/2023,20/12/2023,09/01/2025,01/01/2023,31/12/2023,0,0,49900,49900,0,49900
C445437,P991266,2021,Raj Hughes,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/11/2021,19/11/2021,09/01/2025,01/03/2021,28/02/2022,0,0,334544,334544,0,334544
C878781,P650552,2023,Aarav Hall,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/04/2023,17/04/2023,30/01/2025,01/01/2023,31/12/2023,0,0,176600,176600,0,176600
C854878,P634229,2023,Omar Sharma,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,20/10/2024,22/10/2024,15/01/2025,30/11/2023,29/11/2024,0,0,426200,426200,0,426200
C892449,P469236,2024,Ella Lewis,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/09/2024,17/09/2024,30/01/2025,31/05/2024,31/03/2025,25000,0,0,25000,0,25000
C823700,P646602,2022,Leila Taylor,Zeta Assurance,Fire Industrial,04,Industrial All Risks,042,Accidental damage,24/10/2022,12/01/2024,20/01/2025,01/02/2022,01/02/2023,105997,0,0,105997,96891.41,9105.59
C102544,P661539,2024,Zara Shah,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/12/2024,16/12/2024,22/01/2025,17/06/2024,16/04/2025,2750,0,0,2750,0,2750
C426988,P896791,2024,Nina Thompson,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/09/2024,30/09/2024,21/01/2025,01/09/2024,31/08/2025,0,0,34700,34700,0,34700
C689845,P925400,2024,Ethan Miller,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/10/2024,24/10/2024,21/01/2025,01/10/2024,30/09/2025,0,0,119960,119960,0,119960
C622654,P538809,2024,Ethan Williams,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/09/2024,30/09/2024,04/02/2025,24/03/2024,23/02/2025,47250,0,0,47250,0,47250
C820596,P435862,2024,Priya Shah,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/11/2024,04/11/2024,06/05/2025,27/04/2024,26/04/2025,0,0,6380,6380,0,6380
C282281,P447102,2015,Lucas Taylor,Summit Brokers,Motor Private,070,Motor Private Third Party Only,0703,Own Damage,24/10/2015,28/10/2015,21/01/2025,05/05/2015,04/05/2016,0,0,1135559,1135559,0,1135559
C590280,P800111,2023,Raj Khan,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,06/06/2023,09/06/2023,23/01/2025,08/05/2023,07/06/2023,0,0,1195446,1195446,0,1195446
C398896,P832168,2024,Lucas Thompson,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/09/2024,19/09/2024,17/02/2025,22/06/2024,21/04/2025,0,0,8930,8930,0,8930
C417466,P685739,2023,Nina Brown,Gamma Insurance Brokers,Fire Domestic,03,Domestic Package,030,Floods,19/04/2024,23/04/2024,22/01/2025,02/06/2023,01/06/2024,383350,0,0,383350,171269.21,212080.79
C638390,P770134,2024,Yusuf Miller,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/10/2024,28/10/2024,06/02/2025,17/05/2024,16/05/2025,0,0,3100,3100,0,3100
C722715,P841264,2024,Nina Ahmed,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/12/2024,16/12/2024,07/02/2025,18/10/2024,17/10/2025,0,0,6380,6380,0,6380
C766267,P372044,2024,Yusuf Singh,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/11/2024,11/12/2024,06/02/2025,06/07/2024,05/07/2025,0,0,6930,6930,0,6930
C649655,P919328,2010,Aarav Begum,Theta Insurance,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,27/03/2011,23/05/2011,22/01/2025,01/04/2010,31/03/2011,0,0,314493,314493,0,314493
C190246,P224252,2024,Ella Hughes,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/10/2024,01/10/2024,06/02/2025,10/09/2024,09/09/2025,0,0,6980,6980,0,6980
C269172,P698803,2023,Arjun Ali,Lambda Insurance Group,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,11/04/2024,19/04/2024,07/02/2025,01/07/2023,01/07/2024,0,0,2900,2900,0,2900
C918069,P578360,2024,Arjun Smith,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/10/2024,02/10/2024,07/02/2025,26/01/2024,25/01/2025,0,0,6650,6650,0,6650
C540469,P161402,2024,Aisha Brown,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/10/2024,02/10/2024,07/02/2025,26/01/2024,25/01/2025,0,0,2900,2900,0,2900
C968918,P176635,2024,Aisha Davies,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/12/2024,30/12/2024,05/02/2025,25/11/2024,24/11/2025,1006500,0,0,1006500,0,1006500
C607628,P490292,2024,David Thompson,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/10/2024,31/10/2024,07/03/2025,08/12/2023,07/12/2024,0,0,2900,2900,0,2900
C351650,P210101,2024,Nina Smith,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/12/2024,04/12/2024,07/02/2025,21/11/2024,20/09/2025,0,0,2320,2320,0,2320
C200783,P872065,2024,Zara Roberts,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/09/2024,09/09/2024,06/05/2025,22/08/2024,21/07/2025,0,0,6980,6980,0,6980
C342977,P446384,2024,Amelia Hughes,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/09/2024,09/09/2024,14/02/2025,22/08/2024,21/07/2025,32000,0,0,32000,0,32000
C685825,P132034,2023,Daniel Hall,Broker One,Motor Commercial,080,Motor Commercial Third Party,0808,Third Party Property,30/05/2024,10/07/2024,18/02/2025,21/08/2023,20/08/2024,0,0,6500,6500,0,6500
C666539,P727385,2024,Lucas Hughes,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/11/2024,03/11/2024,06/02/2025,10/07/2024,09/07/2025,0,0,6380,6380,0,6380
C990189,P938703,2024,Aarav Sharma,Taurus Brokers,Fire Domestic,03,Domestic Package,030,Floods,10/06/2024,05/11/2024,07/03/2025,07/06/2024,06/06/2025,0,0,46574,46574,0,46574
C868778,P659374,2022,Leo Khan,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/02/2023,28/02/2023,06/02/2025,15/03/2022,14/03/2023,0,0,31740,31740,0,31740
C609888,P612920,2023,Fatima Williams,Kappa Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,04/10/2024,04/10/2024,12/02/2025,09/11/2023,08/11/2024,0,0,164457,164457,0,164457
C863633,P465896,2024,David Williams,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/04/2024,06/06/2024,20/02/2025,27/02/2024,26/02/2025,0,0,98600,98600,0,98600
C195914,P148562,2020,Ethan Khan,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/06/2020,29/03/2021,30/01/2025,17/05/2020,17/06/2020,0,0,58400,58400,0,58400
C457986,P913950,2024,Ethan Williams,Orion Risk Partners,Theft,10,All Risks,103,Loss of Phone,13/01/2025,16/01/2025,30/01/2025,28/10/2024,30/06/2025,51840,0,0,51840,0,51840
C118156,P922563,2022,Daniel Hall,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/10/2022,25/10/2022,06/02/2025,01/01/2022,31/12/2022,0,0,26110,26110,0,26110
C978855,P169315,2022,Aisha Thompson,Taurus Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,28/02/2023,28/02/2023,06/02/2025,11/03/2022,10/03/2023,0,0,29460,29460,0,29460
C819046,P231653,2023,Nina Lewis,Atlas Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,07/05/2024,13/05/2024,06/02/2025,22/07/2023,21/07/2024,0,0,27750,27750,0,27750
C808627,P598881,2024,Leila Gupta,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/03/2024,11/09/2024,06/02/2025,14/02/2024,13/02/2025,0,0,23900,23900,0,23900
C828216,P231182,2022,Yusuf Begum,Eta Risk Solutions,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,27/10/2022,27/10/2022,06/02/2025,01/01/2022,31/12/2022,0,0,34050,34050,0,34050
C789760,P587884,2022,Omar Begum,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/06/2022,23/06/2022,06/02/2025,24/03/2022,23/03/2023,0,0,31960,31960,0,31960
C769841,P714617,2022,Zara Johnson,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/03/2022,23/03/2022,06/02/2025,01/01/2022,31/12/2022,0,0,31350,31350,0,31350
C457428,P481915,2024,Aisha Sharma,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/06/2024,10/07/2024,20/02/2025,01/03/2024,03/03/2025,0,0,346740,346740,0,346740
C922667,P390459,2022,Mateo Johnson,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/08/2022,30/08/2022,07/03/2025,12/07/2022,11/07/2023,0,0,34050,34050,0,34050
C544254,P844181,2022,Priya Gupta,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/12/2022,30/12/2022,06/02/2025,19/04/2022,18/04/2023,0,0,32620,32620,0,32620
C269036,P517084,2022,Fatima Sharma,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/11/2022,21/11/2022,06/02/2025,24/07/2022,23/07/2023,0,0,36650,36650,0,36650
C221238,P347008,2022,Aisha Ali,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/06/2023,21/06/2023,06/02/2025,11/12/2022,10/12/2023,0,0,34050,34050,0,34050
C860959,P320206,2023,Mateo Patel,Pegasus Insurance,Personal Accident,09,Personal Accident,090,Injury to worker,22/03/2024,22/01/2025,05/05/2025,01/09/2023,31/08/2024,2000000,0,0,2000000,0,2000000
C597703,P906454,2024,Omar Begum,Orion Risk Partners,Fire Industrial,04,Fire and Allied Perils,040,Floods,24/03/2024,25/03/2024,04/02/2025,01/01/2024,01/01/2025,0,0,580174,580174,511105.62,69068.38
C911623,P723166,2024,Aisha Shah,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/01/2025,27/01/2025,30/01/2025,25/05/2024,24/03/2025,13000,0,0,13000,0,13000
C819205,P907932,2023,Aisha Thompson,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/06/2023,19/06/2023,18/02/2025,01/12/2022,30/09/2023,0,0,35600,35600,0,35600
C650216,P973480,2023,Amelia Hall,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/12/2023,27/12/2023,30/01/2025,09/09/2023,08/09/2024,24800,0,0,24800,0,24800
C183076,P453122,2022,Isla Gupta,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2023,11/09/2023,31/01/2025,11/09/2022,10/09/2023,728586,0,0,728586,0,728586
C901870,P521405,2023,Sophia Singh,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/04/2023,11/04/2023,30/01/2025,01/01/2023,31/12/2023,465350,0,0,465350,0,465350
C167198,P514090,2023,David Shah,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/08/2023,04/09/2023,30/01/2025,03/02/2023,02/02/2024,13000,0,0,13000,0,13000
C864788,P159120,2023,Arjun Ahmed,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/08/2023,04/09/2023,30/01/2025,03/02/2023,02/02/2024,46800,0,0,46800,0,46800
C547699,P898289,2024,Ella Patel,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/01/2025,16/01/2025,30/01/2025,06/02/2024,05/02/2025,750080,0,0,750080,0,750080
C799572,P257173,2023,Priya Khan,Theta Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,10/07/2023,11/07/2023,30/01/2025,01/10/2022,30/09/2023,800675,0,0,800675,0,800675
C199041,P536094,2024,Ella Hall,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/11/2024,15/01/2025,25/04/2025,30/08/2024,29/08/2025,0,0,30080,30080,0,30080
C969428,P597162,2024,Fatima Taylor,Taurus Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,04/12/2024,09/12/2024,01/03/2025,01/01/2024,31/12/2024,2130000,0,0,2130000,0,2130000
C827323,P812622,2024,Aarav Wilson,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/11/2024,02/12/2024,17/02/2025,30/07/2024,29/05/2025,0,0,3100,3100,0,3100
C366400,P277228,2024,Lucas Roberts,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/11/2024,04/11/2024,06/03/2025,27/04/2024,26/04/2025,0,0,7280,7280,0,7280
C915626,P957135,2024,Fatima Smith,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/10/2024,14/10/2024,06/05/2025,03/05/2024,02/04/2025,0,0,2900,2900,0,2900
C144940,P982852,2024,Isla Williams,Gamma Insurance Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,04/10/2024,07/10/2024,06/05/2025,01/01/2024,01/01/2025,0,0,2900,2900,0,2900
C360267,P321864,2021,Priya Shah,Vertex Insurance,Motor Commercial,080,Motor Commercial Third Party,0808,Own Damage,30/06/2022,18/07/2022,04/02/2025,01/07/2021,30/06/2022,0,0,1645840,1645840,0,1645840
C848117,P101022,2021,Priya Gupta,Theta Insurance,Motor Private,070,Motor Private Third Party Only,0703,Own Damage,18/12/2021,02/03/2022,06/02/2025,21/10/2021,19/12/2021,0,0,23400,23400,0,23400
C230112,P439476,2023,Noah Shah,Taurus Brokers,Fire Industrial,04,Fire and Allied Perils,040,Floods,26/03/2024,02/04/2024,04/02/2025,01/07/2023,01/07/2024,0,0,26274,26274,0,26274
C257594,P462862,2023,Noah Singh,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/12/2023,27/12/2023,12/05/2025,19/07/2023,18/07/2024,0,0,6650,6650,0,6650
C882286,P122647,2024,Leo Williams,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/11/2024,26/11/2024,06/03/2025,24/06/2024,23/06/2025,0,0,24100,24100,0,24100
C369688,P129665,2024,Arjun Johnson,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/12/2024,18/12/2024,06/03/2025,01/01/2024,31/12/2024,0,0,21400,21400,0,21400
C767916,P944356,2023,Daniel Gupta,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,03/11/2023,28/11/2023,13/03/2025,17/12/2022,16/11/2023,0,0,5800,5800,0,5800
C492594,P877345,2024,Amelia Roberts,Kappa Brokers,Motor Commercial,080,Motor Commercial Third Party,0808,Third Party Property,14/10/2024,15/10/2024,06/03/2025,01/01/2024,31/12/2024,0,0,38970,38970,0,38970
C610717,P304473,2024,David Singh,Sigma Risk Advisors,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,10/12/2024,19/12/2024,07/03/2025,01/03/2024,28/02/2025,0,0,30500,30500,0,30500
C923412,P255001,2024,Raj Johnson,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/09/2024,03/10/2024,17/02/2025,01/03/2024,31/12/2024,0,0,7080,7080,0,7080
C321399,P349724,2024,Ethan Smith,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/10/2024,17/10/2024,17/02/2025,13/02/2024,12/12/2024,0,0,3100,3100,0,3100
C664436,P826589,2024,Raj Hughes,Pioneer Underwriters,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,07/11/2024,11/11/2024,06/03/2025,26/06/2024,25/06/2025,0,0,13660,13660,0,13660
C142770,P732088,2020,Yusuf Hughes,Orion Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,17/05/2021,31/05/2021,06/02/2025,01/10/2020,30/09/2021,0,0,20400,20400,0,20400
C183873,P948433,2010,Aisha Johnson,Lambda Insurance Group,Motor Commercial,080,Institutional Vehicles,0813,Own Damage,14/08/2010,16/08/2010,06/02/2025,01/07/2010,30/09/2010,0,0,34800,34800,0,34800
C254699,P651500,2024,Amelia Begum,Beta Risk Partners,Motor Commercial,080,PSV,0804,Accidental Damage,08/07/2024,09/07/2024,25/02/2025,31/12/2023,30/12/2024,0,0,190720,190720,0,190720
C430948,P179796,2024,Ella Johnson,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/09/2024,29/09/2024,21/02/2025,01/01/2024,31/12/2024,0,0,170420,170420,0,170420
C148342,P498125,2023,Amelia Gupta,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/07/2024,18/07/2024,13/03/2025,13/09/2023,12/09/2024,0,0,713880,713880,0,713880
C252468,P752522,2024,Daniel Ali,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/08/2024,09/09/2024,09/04/2025,16/11/2023,15/11/2024,0,0,494176,494176,0,494176
C853890,P803794,2024,Aarav Smith,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/11/2024,26/11/2024,06/02/2025,25/11/2024,24/12/2024,0,0,7280,7280,0,7280
C735971,P583350,2024,Omar Taylor,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/01/2025,17/01/2025,06/02/2025,14/12/2024,13/01/2025,226800,0,0,226800,0,226800
C187133,P351231,2023,Nina Miller,Broker One,Motor Commercial,080,PSV,0804,Own Damage,30/10/2024,05/11/2024,14/02/2025,24/11/2023,23/11/2024,0,0,15000,15000,0,15000
C885288,P413702,2024,Nina Davies,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,31/10/2024,05/11/2024,14/02/2025,25/04/2024,24/02/2025,0,0,25500,25500,0,25500
C341671,P282691,2024,Sophia Ali,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/06/2024,24/06/2024,06/02/2025,25/01/2024,24/01/2025,0,0,116000,116000,0,116000
C854094,P253286,2024,Leo Sharma,Epsilon Underwriters,Motor Commercial,080,PSV,0804,Own Damage,15/10/2024,18/10/2024,06/02/2025,26/08/2024,24/06/2025,20000,0,0,20000,0,20000
C624340,P144618,2023,Isla Khan,Zeta Assurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,15/10/2024,17/10/2024,14/02/2025,23/11/2023,22/11/2024,0,0,13920,13920,0,13920
C636886,P417993,2025,David Ali,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/01/2025,03/01/2025,14/02/2025,25/12/2024,24/01/2025,0,0,22000,22000,0,22000
C388885,P410075,2024,Lucas Williams,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,12/12/2024,18/12/2024,14/02/2025,25/03/2024,24/03/2025,0,0,14800,14800,0,14800
C860023,P729503,2024,David Ali,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/11/2024,02/12/2024,14/02/2025,04/09/2024,03/09/2025,0,0,17000,17000,0,17000
C810655,P798750,2024,Leo Roberts,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/10/2024,31/10/2024,07/02/2025,27/02/2024,26/02/2025,2850000,0,0,2850000,0,2850000
C343729,P134148,2023,Sophia Patel,Alpha Insurance Agency,Fire Industrial,04,Fire and Allied Perils,040,Accidental Damage,05/10/2024,07/10/2024,13/02/2025,15/10/2023,14/10/2024,205772,0,0,205772,168775.95,36996.05
C791135,P135276,2024,Maya Thompson,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/11/2024,29/11/2024,17/02/2025,20/09/2024,19/07/2025,0,0,505660,505660,0,505660
C610825,P293477,2024,Leo Gupta,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/11/2024,29/11/2024,15/02/2025,20/09/2024,19/07/2025,0,0,6980,6980,0,6980
C382345,P709696,2024,Isla Fernandez,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2024,26/09/2024,17/02/2025,23/02/2024,22/12/2024,0,0,84680,84680,0,84680
