Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount,Claim No Check,Policy No Check,Class Check,Date Reasonability,Gross=Net+Reinsurance
C196372,P850246,2024.0,Aisha Wilson,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-26,2024-11-28,2025-02-17,2024-11-18,2024-12-17,0,0,7180,7180.0,0.0,7180.0,OK,OK,OK,OK,OK
C190553,P280353,2024.0,Lucas Miller,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-30,2024-10-31,2025-02-17,2024-09-08,2025-08-07,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,OK,OK
C110732,P516835,2023.0,Maya Davies,Zeta Assurance,Motor Commercial,80,Motor Commercial Third Party,808,Injury To Third Part,2024-11-04,2025-01-08,2025-02-19,2023-12-31,2024-12-30,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
C176382,P908189,2024.0,Maya Hall,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-27,2024-10-31,2025-02-17,2024-08-01,2025-07-31,0,0,6930,6930.0,0.0,6930.0,OK,OK,OK,OK,OK
C193105,P866348,2024.0,Omar Miller,Iota Claims Ltd,Motor Commercial,80,General Cartage,807,Accidental Damage,2024-10-19,2024-10-29,2025-02-17,2024-10-03,2025-04-20,0,0,13660,13660.0,0.0,13660.0,OK,OK,OK,OK,OK
C624369,P666750,2024.0,Noah Fernandez,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-19,2024-10-25,2025-02-17,2024-09-12,2025-08-11,0,0,6880,6880.0,0.0,6880.0,OK,OK,OK,OK,OK
C769037,P626933,2022.0,Priya Ali,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-07-29,2023-08-16,2025-02-17,2022-10-07,2023-08-04,0,0,134700,134700.0,0.0,134700.0,OK,OK,OK,OK,OK
C811893,P787016,2023.0,Ethan Khan,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-10-08,2024-10-18,2025-04-09,2023-11-02,2024-11-01,0,0,25172,25172.0,0.0,25172.0,OK,OK,OK,OK,OK
C868499,P249035,2023.0,Aarav Wilson,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-20,2024-09-23,2025-04-09,2023-10-20,2024-10-19,0,0,97788,97788.0,0.0,97788.0,OK,OK,OK,OK,OK
C640512,P806801,2023.0,Mateo Wilson,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-06-02,2023-06-06,2025-02-17,2023-02-07,2024-02-06,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C434134,P524441,2024.0,Arjun Roberts,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-12,2024-10-17,2025-02-17,2024-06-18,2025-06-17,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C829714,P958576,2024.0,Aisha Miller,Atlas Insurance,Motor Commercial,80,PSV,804,Own Damage,2024-10-04,2024-10-11,2025-03-13,2024-08-15,2025-08-14,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C705798,P242915,2024.0,Daniel Smith,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-22,2024-09-23,2025-05-12,2024-05-16,2025-05-15,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C247228,P307335,2024.0,Omar Singh,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-19,2025-02-17,2024-04-09,2025-04-08,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C355675,P302351,2023.0,Arjun Sharma,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-08-09,2024-08-09,2025-02-15,2023-12-08,2024-12-07,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C378631,P179790,2023.0,Aarav Wilson,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-14,2024-05-17,2025-02-17,2023-06-03,2024-06-02,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C911796,P236392,2024.0,Omar Roberts,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-01,2024-08-15,2025-02-17,2024-06-18,2025-03-14,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C299104,P507031,2024.0,Aarav Johnson,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-21,2024-10-23,2025-02-17,2024-09-25,2025-09-24,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,CHECK,OK
C216762,P867734,2024.0,Noah Fernandez,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-01,2024-11-07,2025-02-17,2024-10-09,2024-11-08,0,0,208468,208468.0,0.0,208468.0,OK,OK,OK,OK,OK
C312615,P709138,2024.0,Aarav Patel,Epsilon Underwriters,Motor Commercial,80,PSV,804,Own Damage,2024-09-07,2024-09-26,2025-02-17,2024-02-19,2025-01-18,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C966839,P532148,2023.0,Aarav Smith,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-13,2024-05-16,2025-02-19,2023-12-16,2024-12-15,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C925644,P266296,2024.0,Zara Miller,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-06-20,2024-06-27,2025-02-19,2024-05-16,2025-03-14,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C611216,P378722,2024.0,Arjun Khan,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-13,2024-11-08,2025-02-19,2024-04-01,2025-02-28,0,0,3480,3480.0,0.0,3480.0,OK,OK,OK,OK,OK
C794084,P367339,2021.0,Amelia Wilson,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2021-07-27,2021-11-12,2025-02-18,2021-06-29,2021-07-28,0,0,26960,26960.0,0.0,26960.0,OK,OK,OK,OK,OK
C878784,P935389,2023.0,David Khan,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-04-12,2024-04-17,2025-03-07,2023-07-02,2024-07-01,0,0,30150,30150.0,0.0,30150.0,OK,OK,OK,OK,OK
C117331,P844652,2021.0,Mateo Begum,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-03-31,2022-04-08,2025-05-09,2021-04-23,2022-04-22,0,0,23960,23960.0,0.0,23960.0,OK,OK,OK,OK,OK
C169699,P764797,2024.0,Ethan Davies,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-10,2024-12-11,2025-02-19,2024-04-05,2025-04-04,0,0,244180,244180.0,0.0,244180.0,OK,OK,OK,OK,OK
C811239,P459757,2024.0,Ethan Roberts,Summit Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-08-22,2024-08-23,2025-05-07,2024-01-01,2024-12-31,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C886393,P219364,2023.0,Yusuf Johnson,Pegasus Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-11-21,2024-11-25,2025-05-09,2023-12-20,2024-12-19,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C861545,P114367,2024.0,Leila Ahmed,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-09,2025-01-09,2025-03-07,2024-03-20,2025-03-19,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C989031,P650438,2024.0,Aarav Thompson,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-27,2024-11-27,2025-05-07,2024-10-27,2025-10-26,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C830814,P345811,2024.0,Maya Fernandez,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-19,2024-08-22,2025-03-06,2024-03-09,2025-03-08,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C981811,P899600,2024.0,Amelia Hughes,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-28,2024-10-30,2025-05-06,2024-06-29,2025-06-28,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C764158,P302841,2022.0,Arjun Brown,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-04-05,2023-04-24,2025-02-17,2022-12-01,2023-11-30,232695,0,0,232695.0,0.0,232695.0,OK,OK,OK,OK,OK
C121064,P872289,2022.0,Aarav Ahmed,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-04-05,2023-04-24,2025-02-17,2022-12-01,2023-11-30,277749,0,0,277749.0,0.0,277749.0,OK,OK,OK,OK,OK
C505802,P916173,2023.0,Nina Ali,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-28,2024-04-02,2025-02-17,2023-12-01,2024-11-30,747500,0,0,747500.0,0.0,747500.0,OK,OK,OK,OK,OK
C738564,P583375,2017.0,Lucas Lewis,Zeta Assurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2018-04-08,2018-07-19,2025-02-18,2017-11-28,2018-11-27,80000,0,0,80000.0,0.0,80000.0,OK,OK,OK,OK,OK
C413738,P522472,2023.0,Leo Taylor,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-10,2024-10-15,2025-02-19,2023-12-10,2024-12-09,55843,0,0,55843.0,0.0,55843.0,OK,OK,OK,OK,OK
C538658,P182274,2023.0,Nina Wilson,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-10,2024-10-15,2025-02-19,2023-12-10,2024-12-09,37741,0,0,37741.0,0.0,37741.0,OK,OK,OK,OK,OK
C436481,P132513,2023.0,Priya Singh,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-10,2024-10-15,2025-02-19,2023-12-10,2024-12-09,36758,0,0,36758.0,0.0,36758.0,OK,OK,OK,OK,OK
C203949,P912742,2023.0,Ella Taylor,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-10,2024-10-15,2025-02-19,2023-12-10,2024-12-09,11948,0,0,11948.0,0.0,11948.0,OK,OK,OK,OK,OK
C903641,P277785,2023.0,Arjun Ahmed,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-25,2024-08-29,2025-02-19,2023-12-10,2024-10-01,44447,0,0,44447.0,0.0,44447.0,OK,OK,OK,OK,OK
C933074,P160777,2023.0,Zara Shah,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-25,2024-08-29,2025-02-19,2023-12-10,2024-10-01,32646,0,0,32646.0,0.0,32646.0,OK,OK,OK,OK,OK
C819900,P868508,2023.0,Zara Singh,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-25,2024-08-29,2025-02-19,2023-12-10,2024-10-01,15421,0,0,15421.0,0.0,15421.0,OK,OK,OK,OK,OK
C873329,P505325,2021.0,Leila Shah,Theta Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2022-02-28,2022-03-08,2025-02-20,2021-09-29,2022-09-28,0,0,156290,156290.0,0.0,156290.0,OK,OK,OK,OK,OK
C750394,P691662,2023.0,Ethan Thompson,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-02-25,2024-02-28,2025-02-21,2023-03-20,2024-03-19,196200,0,0,196200.0,0.0,196200.0,OK,OK,OK,OK,OK
C930175,P706241,2023.0,Nina Gupta,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-02-07,2024-02-08,2025-02-21,2023-08-01,2024-07-31,756000,0,0,756000.0,0.0,756000.0,OK,OK,OK,OK,OK
C508861,P616434,2024.0,Priya Hughes,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-07,2025-01-13,2025-03-07,2024-10-01,2025-09-30,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C872021,P667075,2024.0,Raj Smith,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-09,2024-12-10,2025-03-07,2024-07-01,2025-06-30,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C946345,P394304,2024.0,Yusuf Johnson,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-01-21,2025-03-07,2024-01-29,2025-01-28,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C878176,P129908,2024.0,Raj Brown,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-16,2024-03-25,2025-02-22,2024-02-28,2025-02-27,534650,0,0,534650.0,0.0,534650.0,OK,OK,OK,OK,OK
C852728,P717703,2022.0,Noah Patel,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-10-19,2023-10-23,2025-03-07,2022-12-02,2023-12-01,0,0,30510,30510.0,0.0,30510.0,OK,OK,OK,OK,OK
C645350,P500060,2022.0,Leo Thompson,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-04-11,2022-04-13,2025-03-07,2022-04-11,2023-04-10,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C398715,P439765,2016.0,Raj Begum,Beta Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2017-02-07,2018-07-04,2025-02-24,2016-05-01,2017-04-30,0,0,346709,346709.0,0.0,346709.0,OK,OK,OK,OK,OK
C753087,P379093,2024.0,Omar Miller,Broker One,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-11,2024-12-06,2025-02-24,2024-01-01,2024-12-31,0,0,219791,219791.0,0.0,219791.0,OK,OK,OK,OK,OK
C613126,P258256,2023.0,Ella Thompson,Summit Brokers,Fire Industrial,4,Fire and Allied Perils,40,Floods,2024-05-04,2024-05-05,2025-04-01,2023-10-01,2024-10-01,4032155,0,0,,32155.01,3999999.99,OK,OK,OK,OK,CHECK
C859435,P195017,2024.0,Fatima Begum,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-01-20,2025-02-27,2024-03-07,2025-02-06,37000,0,0,37000.0,0.0,37000.0,OK,OK,OK,OK,OK
C610354,P944933,2024.0,Leo Ahmed,Sigma Risk Advisors,Motor Commercial,80,Special Vehicles,811,Own Damage,2024-11-20,2024-11-25,2025-05-07,2024-01-01,2024-12-31,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,OK,OK
C209754,P407748,2021.0,Amelia Khan,Beta Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2022-03-19,2022-03-22,2025-03-19,2021-11-16,2022-11-15,0,0,178300,178300.0,178300.0,0.0,OK,OK,OK,OK,OK
C425345,P152801,2024.0,Leila Johnson,Iota Claims Ltd,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-07-07,2024-07-12,2025-03-19,2024-01-01,2024-12-31,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
C195396,P781780,2023.0,Zara Brown,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-10-11,2023-10-12,2025-02-27,2023-06-17,2024-06-17,253800,0,0,253800.0,0.0,253800.0,OK,OK,OK,OK,OK
C270719,P979478,2024.0,Nina Gupta,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-29,2024-12-31,2025-03-01,2024-04-01,2025-03-31,50000,0,0,50000.0,0.0,50000.0,OK,OK,OK,OK,OK
C641399,P127078,2024.0,Amelia Hughes,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-16,2024-11-18,2025-02-28,2023-12-16,2024-12-15,0,0,111360,111360.0,0.0,111360.0,OK,OK,OK,OK,OK
C889179,P461759,2023.0,Isla Brown,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-25,2024-05-28,2025-03-06,2023-05-26,2024-05-25,5220,0,0,5220.0,0.0,5220.0,OK,OK,OK,OK,OK
C144128,P885194,2024.0,Arjun Taylor,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-27,2024-10-01,2025-03-14,2024-01-08,2024-11-17,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C403545,P197992,2024.0,Aarav Thompson,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-26,2024-10-28,2025-05-09,2024-05-01,2025-04-30,34800,0,0,34800.0,0.0,34800.0,OK,OK,OK,OK,OK
C299787,P190174,2024.0,Nina Singh,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-03,2025-01-07,2025-03-13,2024-09-30,2025-09-29,0,0,33200,33200.0,0.0,33200.0,OK,OK,OK,CHECK,OK
C281643,P234063,2024.0,Maya Roberts,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-02,2024-10-16,2025-03-14,2024-09-04,2024-10-03,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C978061,P491803,2024.0,Aisha Davies,Broker Two,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-27,2024-11-07,2025-03-13,2024-03-04,2025-03-03,0,0,21560,21560.0,0.0,21560.0,OK,OK,OK,OK,OK
C409054,P121008,2024.0,Ella Fernandez,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-03,2024-11-08,2025-03-14,2024-10-23,2025-09-22,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,CHECK,OK
C681365,P512291,2024.0,Nina Brown,Eta Risk Solutions,Motor Commercial,80,PSV,804,Own Damage,2024-11-22,2024-11-27,2025-03-14,2024-02-21,2025-02-20,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C396567,P793077,2024.0,Leila Sharma,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-21,2024-12-03,2025-03-14,2024-02-29,2024-12-17,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C830733,P181788,2024.0,Maya Khan,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-03,2024-12-05,2025-03-14,2024-08-01,2025-07-31,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C799255,P377781,2024.0,Nina Smith,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-15,2024-09-23,2025-03-13,2024-09-02,2024-10-01,0,0,31500,31500.0,0.0,31500.0,OK,OK,OK,OK,OK
C290040,P638887,2024.0,Aarav Hughes,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Injury To Third Part,2024-06-30,2024-12-24,2025-03-13,2024-05-17,2025-05-16,0,0,34100,34100.0,0.0,34100.0,OK,OK,OK,OK,OK
C351621,P270989,2024.0,Nina Ahmed,Broker Three,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2025-01-08,2025-01-09,2025-03-06,2024-11-01,2025-10-31,0,0,13410,13410.0,0.0,13410.0,OK,OK,OK,CHECK,OK
C693446,P182862,2024.0,Ella Thompson,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-27,2024-11-06,2025-05-12,2024-04-19,2025-03-18,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C581851,P845471,2024.0,Priya Davies,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-20,2025-01-21,2025-03-07,2024-08-12,2025-08-11,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C243403,P426166,2024.0,Ella Williams,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-23,2024-11-27,2025-03-06,2024-05-31,2025-05-30,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C410494,P739123,2024.0,Ella Lewis,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-18,2025-01-21,2025-03-07,2024-08-30,2025-06-29,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C921000,P648016,2024.0,Arjun Thompson,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-25,2024-11-27,2025-04-30,2024-01-18,2025-01-17,0,0,174000,174000.0,0.0,174000.0,OK,OK,OK,OK,OK
C124355,P898938,2024.0,Arjun Khan,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-25,2025-01-28,2025-03-07,2024-12-21,2025-12-20,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C505320,P576680,2024.0,Priya Begum,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-27,2025-01-29,2025-05-06,2024-05-31,2025-05-30,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C801776,P339705,2024.0,Isla Ali,Atlas Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2025-01-25,2025-02-06,2025-03-07,2024-07-27,2025-07-26,0,0,10808,10808.0,0.0,10808.0,OK,OK,OK,OK,OK
C825628,P308071,2024.0,Nina Wilson,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-20,2024-12-30,2025-03-07,2024-10-01,2025-09-30,0,0,2900,2900.0,0.0,2900.0,OK,OK,OK,CHECK,OK
C464944,P913504,2024.0,Noah Williams,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-22,2025-01-22,2025-05-06,2024-04-29,2025-04-28,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C456969,P751283,2024.0,Ethan Fernandez,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-23,2025-01-23,2025-05-06,2024-03-14,2025-03-13,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C576465,P430105,2024.0,Leila Miller,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-04,2025-01-07,2025-03-06,2024-05-12,2025-05-11,0,0,8700,8700.0,0.0,8700.0,OK,OK,OK,OK,OK
C419689,P995761,2024.0,Leila Begum,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-08,2024-10-09,2025-03-07,2024-02-24,2025-02-23,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C825845,P948182,2024.0,Raj Thompson,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-17,2025-01-22,2025-03-06,2024-07-29,2025-07-28,0,0,8700,8700.0,0.0,8700.0,OK,OK,OK,OK,OK
C544228,P669692,2024.0,Daniel Begum,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-05-18,2024-05-22,2025-05-06,2024-02-03,2025-02-02,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C765073,P553705,2024.0,Fatima Hughes,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-19,2025-03-07,2024-07-09,2025-07-08,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C598018,P148227,2024.0,Omar Miller,Beta Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-07-22,2024-07-25,2025-03-14,2024-03-23,2024-12-22,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C835506,P301501,2024.0,Zara Begum,Theta Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2025-01-31,2025-02-03,2025-03-07,2024-10-02,2025-10-01,0,0,11208,11208.0,0.0,11208.0,OK,OK,OK,CHECK,OK
C638240,P268714,2024.0,Leila Taylor,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-07-16,2024-08-01,2025-03-11,2024-03-01,2025-01-01,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C490361,P842531,2025.0,Mateo Wilson,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-22,2025-01-06,2025-03-06,2024-11-11,2025-11-10,0,0,24300,24300.0,0.0,24300.0,OK,OK,OK,CHECK,OK
C381280,P249891,2025.0,Mateo Hughes,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-11,2025-01-14,2025-03-06,2025-01-07,2026-01-06,0,0,6930,6930.0,0.0,6930.0,OK,OK,OK,CHECK,OK
C252645,P340244,2024.0,David Hall,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-05,2024-12-05,2025-03-06,2024-09-01,2025-08-31,0,0,6830,6830.0,0.0,6830.0,OK,OK,OK,OK,OK
C432318,P699515,2024.0,Leo Davies,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-26,2024-11-28,2025-03-10,2024-01-09,2025-01-08,10000,0,0,10000.0,0.0,10000.0,OK,OK,OK,OK,OK
C381626,P908497,2025.0,Isla Khan,Zeta Assurance,Work Injury Benefits,11,WIBA Plus,114,Injury to worker,2025-02-01,2025-02-13,2025-03-12,2025-01-01,2025-12-31,2745,0,0,2745.0,0.0,2745.0,OK,OK,OK,CHECK,OK
C850318,P295184,2024.0,Maya Hall,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-13,2024-12-17,2025-03-10,2024-04-09,2025-01-08,0,0,30740,30740.0,0.0,30740.0,OK,OK,OK,OK,OK
C520502,P126109,2024.0,Mateo Ali,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-13,2024-12-17,2025-03-14,2024-04-09,2025-01-08,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C933047,P162161,2021.0,Nina Ahmed,Atlas Insurance,Motor Private,70,Motor Private Third Party Only,703,Own Damage,2021-08-07,2021-08-16,2025-03-10,2021-08-03,2021-09-03,0,0,414856,414856.0,0.0,414856.0,OK,OK,OK,OK,OK
C163252,P128602,2023.0,Raj Wilson,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-06-10,2023-06-14,2025-03-07,2023-06-05,2024-05-04,0,0,41000,41000.0,0.0,41000.0,OK,OK,OK,OK,OK
C418960,P970567,2024.0,Ella Roberts,Gamma Insurance Brokers,Theft,10,All Risks,103,Accidental Damage,2024-06-25,2024-07-19,2025-04-09,2024-05-01,2025-04-30,703375,0,0,703375.0,0.0,703375.0,OK,OK,OK,OK,OK
